id,teochew_char,teochew_pengim,thai_meaning,english_meaning,mandarin_char,mandarin_pinyin,category,verified,notes,created_at
a0000001-0000-0000-0000-000000000186,疼,tiàn,เจ็บ/รัก,pain / to love dearly,疼,téng,อารมณ์,true,"ใช้ได้ทั้งเจ็บปวดและรักมาก",2024-01-01 00:03:05+00
a0000001-0000-0000-0000-000000000187,烦,huâng,หงุดหงิด,annoyed / frustrated,烦,fán,อารมณ์,true,,2024-01-01 00:03:06+00
a0000001-0000-0000-0000-000000000188,钱,zîn,เงิน,money,钱,qián,การเงิน,true,,2024-01-01 00:03:07+00
a0000001-0000-0000-0000-000000000189,银,ngêng,เงิน (โลหะ),silver / money,银,yín,การเงิน,true,,2024-01-01 00:03:08+00
a0000001-0000-0000-0000-000000000190,贵,guì,แพง,expensive,贵,guì,การเงิน,true,,2024-01-01 00:03:09+00
a0000001-0000-0000-0000-000000000191,俭,kiām,ถูก/ประหยัด,cheap / thrifty,便宜/省,piányi/shěng,การเงิน,true,"ใช้ได้ทั้งราคาถูกและประหยัด",2024-01-01 00:03:10+00
a0000001-0000-0000-0000-000000000192,赚,tàn,หาเงิน/ได้กำไร,earn / profit,赚,zhuàn,การเงิน,true,,2024-01-01 00:03:11+00
a0000001-0000-0000-0000-000000000193,亏,kui,ขาดทุน,lose money / at a loss,亏,kuī,การเงิน,true,,2024-01-01 00:03:12+00
a0000001-0000-0000-0000-000000000194,账,diòn,บัญชี/หนี้,account / bill,账,zhàng,การเงิน,true,,2024-01-01 00:03:13+00
a0000001-0000-0000-0000-000000000195,朋友,pêng iú,เพื่อน,friend,朋友,péngyou,สังคม,true,"ออกเสียงคล้ายคำไทยว่า เพ็งอิ้ว",2024-01-01 00:03:14+00
a0000001-0000-0000-0000-000000000196,客人,keh nâng,แขก,guest,客人,kèrén,สังคม,true,"ชาวแต้จิ๋วให้ความสำคัญกับการต้อนรับแขก",2024-01-01 00:03:15+00
a0000001-0000-0000-0000-000000000197,先生,sing sen,คุณครู/หมอ,teacher / doctor,先生/老师,xiānsheng/lǎoshī,สังคม,true,,2024-01-01 00:03:16+00
a0000001-0000-0000-0000-000000000198,头家,tâo ge,เจ้านาย/เจ้าของ,boss / owner,老板,lǎobǎn,สังคม,true,"คำแต้จิ๋วที่ใช้มากในธุรกิจ",2024-01-01 00:03:17+00
a0000001-0000-0000-0000-000000000199,厝边,cù bin,เพื่อนบ้าน,neighbor,邻居,línjū,สังคม,true,,2024-01-01 00:03:18+00
a0000001-0000-0000-0000-000000000200,人客,nâng keh,แขก/ลูกค้า,"guest / customer",客人/顾客,kèrén/gùkè,สังคม,true,,2024-01-01 00:03:19+00
